Latitude,Longitude,City,Country Code
-86.07900425176905,-34.03795944185106,ushuaia,ar
-8.795761834264283,-67.59877972798306,boca do acre,br
71.94856948679748,150.02853796198394,chokurdakh,ru
77.25767674340634,74.87651266965884,dikson,ru
82.93333923050582,-148.7394565372722,barrow,us
-4.117586383775773,166.62921835005807,lata,sb
-31.76729982206647,15.983191353112062,saldanha,za
-89.3926208765433,56.927731671032745,port alfred,za
30.113905547930372,-23.599138777882217,los llanos de aridane,es
-47.35147820835691,-89.05463251061524,castro,cl
-4.892221578077795,94.7911407397184,padang,id
-26.562148475202704,-21.697675361284382,jamestown,sh
-40.732034502984625,-119.79468263314108,rikitea,pf
-7.044432050480793,-113.89724770790407,puerto ayora,ec
21.616569127192435,153.88848032545235,katsuura,jp
57.31172571857513,-111.67031662019247,athabasca,ca
9.995906093854103,83.13057024353537,trincomalee,lk
-30.663457002873884,158.42218000002998,ballina,au
-52.88036842357367,20.657466048182073,bredasdorp,za
-37.95080256767671,89.61614823937305,busselton,au
65.06179749681812,-67.66870250783968,iqaluit,ca
-49.76004385829364,-44.06642197147994,mar del plata,ar
49.97735162958571,40.84929991246358,petropavlovka,ru
-33.904656817634454,36.0647481645982,scottsburgh,za
28.010504784425606,-128.37277585283036,lompoc,us
45.71354561688938,-100.54479834282306,bismarck,us
-40.20250840214299,-177.0879856649141,vaini,to
-13.02776480275881,-140.31162393466784,atuona,pf
-73.47310201470273,128.82127961383338,new norfolk,au
23.294770725661323,65.01670881175599,ormara,pk
50.291726237766426,159.65257835176112,petropavlovsk-kamchatskiy,ru
-7.310695780348908,-11.862591302063379,georgetown,sh
48.191279512590626,-10.706289243824017,skibbereen,ie
31.093006180415557,29.86515821911638,alexandria,eg
86.10067314169169,102.44888494262113,khatanga,ru
-21.418332052029314,160.31892147379796,poum,nc
9.719802156929163,61.32080604247122,salalah,om
58.13102381334835,-37.09656888922663,tasiilaq,gl
20.330573242598987,176.93247220056514,butaritari,ki
68.70818732283561,-165.53857440540207,nome,us
12.296440638372104,94.46934589925252,port blair,in
14.883804686142057,-146.62896618496336,hilo,us
86.0306677940425,66.39514808596792,amderma,ru
-5.270085629429261,-72.72750767333244,saquena,pe
-56.23858554328416,15.182258419853298,hermanus,za
57.40019972293541,-155.57771523372523,kodiak,us
-16.20574055021835,38.224239645740994,mocuba,mz
22.65506387696631,31.436090969489413,aswan,eg
-39.03129586188606,160.39970478454262,te anau,nz
-28.912348496991505,163.71877632721873,noumea,nc
-41.09125046798039,-20.522106056084112,arraial do cabo,br
50.83401496620857,163.7542087959954,nikolskoye,ru
20.412820744970134,-60.596192776633956,codrington,ag
24.70133618577958,128.08038221556058,itoman,jp
39.52410922471168,-28.95349994764362,ribeira grande,pt
72.07717223573613,-111.54579529428517,yellowknife,ca
-24.864421274121113,-51.05493577639999,reserva,br
-15.762686372344447,-35.875679837789704,belmonte,br
25.083639308068996,131.36123446166522,nago,jp
64.63123554923604,-48.735024590929754,paamiut,gl
84.32364928303596,2.598026142471781,barentsburg,sj
-79.77871066814116,112.94714319304967,albany,au
36.533297270626036,-129.43074630411024,fortuna,us
52.20501140462372,-23.172449988575522,vestmannaeyjar,is
-50.115689639847204,42.74331624091835,east london,za
-72.29526167428247,-84.91519906500567,punta arenas,cl
21.555333773025836,6.808853340875402,arlit,ne
-28.677272975553123,16.135558197549244,oranjemund,na
8.038154956203826,68.07579591377257,dhidhdhoo,mv
63.029163225629674,124.76355430576285,berdigestyakh,ru
56.13020049879378,47.68345195946523,mariinskiy posad,ru
12.290720896534864,8.405797381044692,kano,ng
67.01108372012072,-151.32463441788758,college,us
-0.7049885993952643,108.47404575484558,pontianak,id
72.28790997983688,-9.400882297283061,hofn,is
89.41508732117924,-88.16399948232483,qaanaaq,gl
-4.809747392334998,14.255511203715145,kinkala,cg
38.30845831360881,9.29534169464705,capoterra,it
-3.621882805650145,47.162429529007824,barawe,so
-40.370213940372004,-146.60278973976386,mataura,pf
16.037746308544655,49.52281574262577,bereda,so
-15.277157295787404,77.92743680801442,hithadhoo,mv
-8.203046615371022,160.76086541560073,auki,sb
58.616118918400446,14.798042491828426,motala,se
15.713885470564037,-79.50505863802455,black river,jm
3.732226762380378,105.84582443463046,mersing,my
22.893722992824863,-45.60186097274172,bathsheba,bb
-4.746214376196349,-157.57389987021978,faanui,pf
48.1637784421178,-138.5808874201927,sitka,us
33.81112295123857,-93.19380542335631,arkadelphia,us
-21.05555117259844,34.81721722161845,beira,mz
63.22936511047902,-98.01787581944066,thompson,ca
60.51070541050797,151.66353122524458,atka,ru
-15.612234762472468,-44.22003256205798,januaria,br
3.7496071109666786,-74.41892239546021,cabrera,co
-28.847185774095543,95.06646377068029,carnarvon,au
13.305412978344933,-50.750308165386656,iracoubo,gf
-87.19195641144165,65.97525814982399,taolanaro,mg
19.36498705152971,41.05690331538048,abha,sa
2.686623714888114,-82.94513760788935,muisne,ec
28.72449695728183,-92.78523530363543,abbeville,us
-23.308889771601372,-166.04812532734596,alofi,nu
20.590886818979826,82.91328986193622,kantabanji,in
82.22923667024165,124.7900250122807,tiksi,ru
-34.05161565928665,162.20327431026675,port macquarie,au
60.66969997944585,-8.476356141453977,toftir,fo
68.48863869687756,-58.77528634334726,upernavik,gl
-38.71018505016925,47.86486613427576,tsihombe,mg
41.286783758305376,6.461380424826274,hyeres,fr
-5.41230945925507,137.7968286989817,nabire,id
-29.51626356171569,103.48533066961977,geraldton,au
31.288822865651696,-177.3007633422039,kapaa,us
-26.6468544797737,2.4079353521785833,walvis bay,na
74.93394742595046,-134.23639293013161,tuktoyaktuk,ca
-55.48464784085538,-10.395689226395405,cape town,za
33.41944828318326,67.16640964301851,uruzgan,af
-14.773081714062513,-63.63665683053087,san ramon,bo
1.7495216067501786,168.91615704004943,buariki,ki
-13.866949947015428,107.6295005826558,srandakan,id
-37.6206819590231,-86.5878446752048,lebu,cl
-59.98716178867066,157.15588537497945,tuatapere,nz
51.8030971194234,-34.74565131971764,nanortalik,gl
-0.054225075997933914,54.91525950734518,victoria,sc
41.17784331409027,-130.56163660811413,eureka,us
-28.113006569731,59.01256489548257,saint-philippe,re
11.527936905060074,73.52297487812368,kavaratti,in
77.84487659248475,30.66635060983893,berlevag,no
-27.44870890730678,-58.72249216840292,corrientes,ar
31.49401361743631,62.616136886862904,zaranj,af
-48.91874673538959,75.09994746869441,mahebourg,mu
-42.1184985838172,-71.36757848392055,san carlos de bariloche,ar
